FIPS_CODE,fips,mean,_3_14_20,_6_14_20,_8_14_20,_11_2_20,newcases_all,newcases_p1,newcases_p2,newcases_p3,IncidenceRate,Population
17145,17145,20916,0,44,193,513,513,210.36527061,712.37330273,1529.9292408,2452.6678141,20916
17147,17147,16344,0,11,66,294,294,67.302985805,336.51492903,1395.0073421,1798.825257,16344
17149,17149,15561,0,2,32,460,460,12.852644432,192.78966647,2750.4659084,2956.1082193,15561
17151,17151,4177,0,1,11,46,46,23.940627244,239.40627244,837.92195356,1101.2688532,4177
17153,17153,5335,0,59,101,250,250,1105.9044049,787.25398313,2792.8772259,4686.0356139,5335
17155,17155,5739,0,1,13,107,107,17.424638439,209.09566127,1637.9160132,1864.4363129,5739
17157,17157,31782,0,278,497,1414,1414,874.70895475,689.0692845,2885.2809767,4449.0592159,31782
17159,17159,15513,0,4,24,355,355,25.78482563,128.92412815,2133.6943209,2288.4032747,15513
17161,17161,141879,0,753,1831,4618,4618,530.73393525,759.80236681,1964.3499038,3254.8862059,141879
17163,17163,259686,2,1446,4289,8466,8464,556.05616013,1094.7837003,1608.4810117,3259.3208721,259686
17165,17165,23491,0,7,136,656,656,29.79864629,549.14648163,2213.6137244,2792.5588523,23491
17167,17167,194672,0,378,1391,4750,4750,194.17276239,520.36245582,1725.4664256,2440.0016438,194672
17169,17169,6768,0,13,18,101,101,192.08037825,73.877068558,1226.3593381,1492.3167849,6768
17171,17171,4951,0,0,32,118,118,0,646.33407392,1737.0228237,2383.3568976,4951
17173,17173,21634,0,16,94,773,773,73.95765924,360.5435888,3138.578164,3573.079412,21634
17175,17175,5342,0,3,7,102,102,56.158742044,74.878322726,1778.3601647,1909.3972295,5342
17177,17177,44498,0,231,340,1318,1318,519.12445503,244.95482943,2197.8515888,2961.9308733,44498
17179,17179,131803,0,91,653,3102,3102,69.042434542,426.39393641,1858.0760681,2353.512439,131803
17181,17181,16653,0,174,339,827,827,1044.8567826,990.81246622,2930.4029304,4966.0721792,16653
17183,17183,75758,0,44,259,2007,2007,58.079674754,283.79841073,2307.3470789,2649.2251643,75758
17185,17185,11520,0,12,49,264,264,104.16666667,321.18055556,1866.3194444,2291.6666667,11520
17187,17187,16844,0,127,196,580,580,753.97767751,409.64141534,2279.7435289,3443.3626217,16844
17189,17189,13887,0,19,69,358,358,136.81860733,360.04896666,2081.0830273,2577.9506013,13887
17191,17191,16215,0,9,72,546,546,55.504162812,388.52913969,2923.2192414,3367.2525439,16215
17193,17193,13537,0,3,80,302,302,22.161483342,568.81140578,1639.9497673,2230.9226564,13537
17195,17195,55175,0,163,384,1855,1855,295.42365202,400.54372451,2666.0625283,3362.0299048,55175
17197,17197,690743,0,6140,9692,21043,21043,888.8978969,514.22888107,1643.3029361,3046.4297141,690743
17199,17199,66597,0,83,499,2085,2085,124.6302386,624.65276214,2381.4886556,3130.7716564,66597
17201,17201,282572,0,2736,3835,11800,11800,968.24880031,388.92742381,2818.7506193,4175.9268434,282572
17203,17203,38459,1,24,171,798,797,59.803947061,382.22522686,1630.3076003,2072.3367742,38459
18001,18001,35777,1,26,124,719,718,69.877295469,273.91899824,1663.0796322,2006.8759259,35777
18003,18003,379299,0,2195,4161,9765,9765,578.69912655,518.32459353,1477.4623714,2574.4860914,379299
18005,18005,83779,0,551,867,1623,1623,657.68271285,377.18282625,902.3741033,1937.2396424,83779
18007,18007,8748,0,37,64,124,124,422.95381802,308.64197531,685.87105624,1417.4668496,8748
18009,18009,11758,0,29,66,288,288,246.64058513,314.67936724,1888.0762034,2449.3961558,11758
18011,18011,67843,1,360,716,1445,1444,529.16292027,524.74094601,1074.5397462,2128.4436125,67843
18013,18013,15092,0,36,76,162,162,238.53697323,265.04108137,569.83832494,1073.4163795,15092
18015,18015,20257,0,99,213,396,396,488.71994866,562.76842573,903.39142025,1954.8797946,20257
18017,18017,37689,0,1601,1813,2415,2415,4247.9237974,562.49834169,1597.2830269,6407.705166,37689
18019,18019,118302,0,567,1352,3343,3343,479.28183801,663.55598384,1682.9808456,2825.8186675,118302
18021,18021,26225,0,56,150,560,560,213.53670162,358.43660629,1563.3937083,2135.3670162,26225
18023,18023,32399,0,260,462,1087,1087,802.49390413,623.47603321,1929.0718849,3355.0418223,32399
18025,18025,10577,0,27,50,180,180,255.27087076,217.45296398,1229.0819703,1701.805805,10577
18027,18027,33351,0,121,296,1036,1036,362.80771191,524.72189739,2218.8240233,3106.3536326,33351
18029,18029,49458,0,179,528,1174,1174,361.92324801,705.64923774,1306.158761,2373.7312467,49458
18031,18031,26559,0,237,353,631,631,892.35287473,436.76343236,1046.7261569,2375.8424639,26559
18033,18033,43475,0,110,244,939,939,253.01897642,308.22311673,1598.6198965,2159.8619896,43475
18035,18035,114135,0,402,777,3429,3429,352.21448285,328.55828624,2323.5642003,3004.3369694,114135
18037,18037,42736,0,240,729,1657,1657,561.58742044,1144.2343692,2171.471359,3877.2931486,42736
18039,18039,206341,0,2081,5051,10505,10505,1008.5247236,1439.3649347,2643.1974256,5091.087084,206341
18041,18041,23102,0,83,209,951,951,359.27625314,545.40732404,3211.8431305,4116.5267076,23102
18043,18043,78522,0,333,861,2052,2052,424.08496982,672.42301521,1516.7723695,2613.2803546,78522
18045,18045,16346,0,24,76,409,409,146.82491129,318.12064114,2037.1956442,2502.1411966,16346
18047,18047,22758,0,120,251,412,412,527.28710783,575.62175938,707.44353634,1810.3524036,22758
18049,18049,19974,0,55,175,444,444,275.35796535,600.78101532,1346.750776,2222.8897567,19974
18051,18051,33659,0,23,246,1051,1051,68.332392525,662.52711013,2391.6337384,3122.493241,33659
18053,18053,65769,0,261,533,1500,1500,396.8434977,413.56870258,1470.2975566,2280.7097569,65769
18055,18055,31922,0,179,259,642,642,560.74180816,250.61086398,1199.7995113,2011.1521834,31922
18057,18057,338011,0,1277,3033,7199,7199,377.79835567,519.5097201,1232.5042676,2129.8123434,338011
18059,18059,78168,1,379,702,1387,1386,483.57384096,413.2125678,876.31767475,1773.1040835,78168
18061,18061,40515,0,198,365,904,904,488.70788597,412.19301493,1330.3714674,2231.2723683,40515
18063,18063,170311,2,1270,1978,3724,3722,744.52031871,415.71008332,1025.1833411,2185.4137431,170311
18065,18065,47972,0,203,467,1563,1563,423.16351205,550.3210206,2284.6660552,3258.1505878,47972
18067,18067,82544,1,469,948,1845,1844,566.97034309,580.2965691,1086.6931576,2233.9600698,82544
18069,18069,36520,0,51,130,566,566,139.64950712,216.31982475,1193.8663746,1549.8357065,36520
18071,18071,44231,0,416,607,1327,1327,940.51683209,431.82383396,1627.817594,3000.15826,44231
18073,18073,33562,0,83,266,844,844,247.303498,545.25951969,1722.1858054,2514.7488231,33562
18075,18075,20436,0,62,97,431,431,303.38618125,171.26639264,1634.3707183,2109.0232922,20436
18077,18077,32308,0,53,175,467,467,164.0460567,377.61545128,903.80091618,1445.4624242,32308
18079,18079,27735,0,142,233,449,449,511.98846223,328.10528213,778.799351,1618.8930954,27735
18081,18081,158167,3,1168,1819,3667,3664,736.56325276,411.59028116,1168.3853143,2316.5388482,158167
18083,18083,36594,0,35,171,979,979,95.64409466,371.64562497,2208.0122424,2675.3019621,36594
18085,18085,79456,0,306,878,2421,2421,385.11880789,719.89528796,1941.955296,3046.9693919,79456
18087,18087,39614,0,267,571,889,889,674.00413995,767.40546272,802.74650376,2244.1561064,39614
18089,18089,485493,0,4133,7952,16383,16383,851.29960679,786.6230821,1736.5852855,3374.5079744,485493
18091,18091,109888,1,470,967,2684,2683,426.79819453,452.27868375,1562.5,2441.5768783,109888
18093,18093,45370,0,181,359,1107,1107,398.94203218,392.3297333,1648.6665197,2439.9382852,45370
18095,18095,129569,0,614,1062,2898,2898,473.87878273,345.76171769,1417.0056109,2236.6461113,129569
18097,18097,964582,3,10662,16437,27994,27991,1105.0382445,598.70493126,1198.1355655,2901.8787413,964582
18099,18099,46258,0,301,805,1695,1695,650.6982576,1089.5412685,1923.9915258,3664.2310519,46258
18101,18101,10255,0,16,53,217,217,156.02145295,360.79960995,1599.2198927,2116.0409556,10255
18103,18103,35516,0,169,279,801,801,475.84187408,309.71956301,1469.7601081,2255.3215452,35516
18105,18105,148431,0,187,784,3582,3582,125.98446416,402.20708612,1885.0509664,2413.2425167,148431
18107,18107,38338,0,264,367,744,744,688.61182117,268.66294538,983.35854766,1940.6333142,38338
18109,18109,70489,0,298,501,1105,1105,422.76099817,287.98819674,856.87128488,1567.6204798,70489
18111,18111,13984,0,87,121,288,288,622.1395881,243.13501144,1194.221968,2059.4965675,13984
18113,18113,47744,1,331,717,1393,1392,691.18632708,808.47855228,1415.8847185,2915.5495979,47744
18115,18115,5875,0,13,63,154,154,221.27659574,851.06382979,1548.9361702,2621.2765957,5875
18117,18117,19646,0,132,188,461,461,671.8924972,285.04530184,1389.5958465,2346.5336455,19646
18119,18119,20799,0,37,113,267,267,177.89316794,365.4021828,740.42021251,1283.7155632,20799
18121,18121,16937,0,20,58,290,290,118.08466671,224.36086674,1369.7821338,1712.2276672,16937
18123,18123,19169,0,91,189,529,529,474.72481611,511.24210966,1773.6971151,2759.6640409,19169
18125,18125,12389,0,6,67,389,389,48.430058923,492.37226572,2599.0798289,3139.8821535,12389
18127,18127,170389,0,587,1415,4170,4170,344.5058073,485.94686277,1616.8884142,2447.3410842,170389
18129,18129,25427,0,19,184,873,873,74.723718882,648.91650608,2709.7180163,3433.3582412,25427
18131,18131,12353,0,53,84,203,203,429.04557597,250.95118595,963.32874605,1643.325508,12353
18133,18133,37576,0,155,331,843,843,412.49733873,468.38407494,1362.5718544,2243.453268,37576
18135,18135,24665,0,67,134,518,518,271.63997567,271.63997567,1556.8619501,2100.1419015,24665
18137,18137,28324,0,109,221,574,574,384.83265076,395.42437509,1246.2928965,2026.5499223,28324
18139,18139,16581,0,50,100,306,306,301.54996683,301.54996683,1242.3858633,1845.485797,16581
18141,18141,271826,1,1539,3766,10787,10786,565.80312406,819.27409446,2582.9022978,3967.9795163,271826
18143,18143,23873,0,144,281,613,613,603.19189042,573.87006241,1390.692414,2567.7543669,23873
18145,18145,44729,0,405,573,1035,1035,905.4528382,375.5952514,1032.8869414,2313.935031,44729
18147,18147,20277,0,23,140,473,473,113.42900824,577.0084332,1642.2547714,2332.6922129,20277
18149,18149,22995,0,51,181,552,552,221.78734508,565.34029137,1613.3942161,2400.5218526,22995
18151,18151,34594,0,105,217,762,762,303.52084176,323.75556455,1575.4177025,2202.6941088,34594
18153,18153,20669,0,41,163,501,501,198.36470076,590.25593885,1635.2992404,2423.91988,20669
18155,18155,10751,0,22,59,112,112,204.63212724,344.15403218,492.97739745,1041.7635569,10751
18157,18157,195732,0,486,1293,4622,4622,248.29869413,412.2984489,1700.7949645,2361.3921076,195732
18159,18159,15148,0,28,155,310,310,184.84288355,838.39450753,1023.2373911,2046.4747821,15148
18161,18161,7054,0,12,42,136,136,170.1162461,425.29061525,1332.5772611,1927.9841225,7054
18163,18163,181451,0,326,2122,6795,6795,179.66282908,989.79889888,2575.3509212,3744.8126491,181451
18165,18165,15498,0,11,62,310,310,70.976900245,329.07471932,1600.2064783,2000.2580978,15498
18167,18167,107038,0,200,779,3120,3120,186.84953007,540.92938956,2187.0737495,2914.8526691,107038
18169,18169,30996,0,88,180,603,603,283.90760098,296.81249193,1364.6922184,1945.4123113,30996
18171,18171,8265,0,14,25,116,116,169.38898972,133.09134906,1101.0284332,1403.5087719,8265
18173,18173,62998,0,173,612,2238,2238,274.61189244,696.84751897,2581.0343185,3552.49373,62998
18175,18175,28036,0,57,153,433,433,203.31002996,342.41689257,998.71593665,1544.4428592,28036
18177,18177,65884,0,103,410,1751,1751,156.33537733,465.97049359,2035.3955437,2657.7014146,65884
18179,18179,28296,1,54,180,567,566,187.30562624,445.29262087,1367.6844784,2000.2827255,28296
18181,18181,24102,0,242,384,699,699,1004.0660526,589.16272509,1306.9454817,2900.1742594,24102
18183,18183,33964,0,62,162,581,581,182.54622542,294.42939583,1233.6591685,1710.6347898,33964
19001,19001,7152,0,11,38,231,231,153.80313199,377.51677852,2698.5458613,3229.8657718,7152
19003,19003,3602,0,7,17,89,89,194.33647973,277.62354248,1998.8895058,2470.849528,3602
19005,19005,13687,0,121,162,438,438,884.05055892,299.55432162,2016.5120187,3200.1168992,13687
19007,19007,12426,0,16,53,291,291,128.76227265,297.76275551,1915.3388057,2341.8638339,12426
19009,19009,5496,0,14,30,195,195,254.73071325,291.12081514,3002.1834061,3548.0349345,5496
19011,19011,25645,0,46,164,738,738,179.37219731,460.12868005,2238.2530708,2877.7539481,25645
19013,19013,131228,0,1834,3245,6518,6518,1397.5675923,1075.2278477,2494.1323498,4966.9277898,131228
19015,19015,26234,0,100,278,807,807,381.18472212,678.50880537,2016.46718,3076.1607075,26234
19017,19017,25062,0,74,240,822,822,295.26773601,662.35735376,2322.2408427,3279.8659325,25062
19019,19019,21175,0,35,140,564,564,165.2892562,495.8677686,2002.3612751,2663.5182999,21175
19021,19021,19620,0,1588,1801,2362,2362,8093.7818552,1085.6269113,2859.3272171,12038.735984,19620
19023,19023,14439,0,22,133,450,450,152.36512224,768.75129857,2195.4428977,3116.5593185,14439
19025,19025,9668,0,23,92,363,363,237.89822094,713.69466281,2803.0616467,3754.6545304,9668
19027,19027,20165,1,47,208,1273,1272,228.11802628,798.41309199,5281.4282172,6307.9593355,20165
19029,19029,12836,0,14,90,503,503,109.06824556,592.08476161,3217.513244,3918.6662512,12836
19031,19031,18627,0,54,136,557,557,289.90175552,440.2211843,2260.1599828,2990.2829226,18627
19033,19033,42450,0,42,671,1655,1655,98.939929329,1481.7432273,2318.0212014,3898.7043581,42450
19035,19035,11235,0,59,110,451,451,525.14463729,453.93858478,3035.1579884,4014.2412105,11235
19037,19037,11933,0,15,62,406,406,125.70183525,393.86575044,2882.7620883,3402.329674,11933
19039,19039,9395,0,88,210,371,371,936.66844066,1298.5630655,1713.677488,3948.9089941,9395
19041,19041,16016,0,73,210,599,599,455.79420579,855.39460539,2428.8211788,3740.00999,16016
19043,19043,17549,0,35,116,577,577,199.44156362,461.56476152,2626.9303094,3287.9366346,17549
19045,19045,46429,0,68,450,1679,1679,146.46018652,822.76163605,2647.0524887,3616.2743113,46429
19047,19047,16820,0,618,743,1435,1435,3674.1973841,743.16290131,4114.1498216,8531.510107,16820
19049,19049,93453,0,1025,1951,3802,3802,1096.8080211,990.87241715,1980.6747777,4068.355216,93453
19051,19051,9000,0,34,62,217,217,377.77777778,311.11111111,1722.2222222,2411.1111111,9000
19053,19053,7870,0,4,28,183,183,50.82592122,304.95552732,1969.5044473,2325.2858958,7870
19055,19055,17011,0,27,129,896,896,158.7208277,599.61201575,4508.8472165,5267.18006,17011
19057,19057,38967,0,68,226,1647,1647,174.50663382,405.47129623,3646.675392,4226.653322,38967
19059,19059,17258,0,133,387,853,853,770.65708657,1471.7812029,2700.1970101,4942.6352996,17258
19061,19061,97311,0,384,1770,5930,5930,394.61109227,1424.2994112,4274.9534996,6093.864003,97311
19063,19063,9208,0,39,197,475,475,423.5447437,1715.8992181,3019.1138141,5158.5577758,9208
19065,19065,19650,0,28,96,468,468,142.49363868,346.05597964,1893.129771,2381.6793893,19650
19067,19067,15642,0,20,175,491,491,127.86088735,990.921877,2020.2020202,3138.9847846,15642
19069,19069,10070,0,44,259,417,417,436.94141013,2135.0546177,1569.0168818,4141.0129096,10070
19071,19071,6960,0,4,45,229,229,57.471264368,589.08045977,2643.6781609,3290.2298851,6960
19073,19073,8888,0,21,42,210,210,236.27362736,236.27362736,1890.1890189,2362.7362736,8888
19075,19075,12232,0,23,86,381,381,188.03139307,515.04251145,2411.706998,3114.7809026,12232
19077,19077,10689,0,58,142,444,444,542.61390214,785.8546169,2825.334456,4153.802975,10689
19079,19079,14773,0,119,256,513,513,805.52359033,927.36749475,1739.6601909,3472.551276,14773
19081,19081,10630,0,27,125,427,427,253.99811853,921.9190969,2841.0159925,4016.9332079,10630
19083,19083,16846,0,44,189,569,569,261.18959991,860.73845423,2255.7283628,3377.656417,16846
19085,19085,14049,1,39,116,746,745,270.48188483,548.081714,4484.3049327,5302.8685316,14049
19087,19087,19954,0,73,146,1192,1192,365.8414353,365.8414353,5242.0567305,5973.7396011,19954
19089,19089,9158,0,12,55,294,294,131.03297663,469.53483293,2609.7401179,3210.3079275,9158
19091,19091,9558,0,33,127,404,404,345.26051475,983.46934505,2898.0958359,4226.8256958,9558
19093,19093,6860,0,18,33,255,255,262.39067055,218.65889213,3236.1516035,3717.2011662,6860
19095,19095,16184,0,34,98,494,494,210.08403361,395.45229857,2446.8610974,3052.3974296,16184
19097,19097,19439,0,14,167,795,795,72.020165646,787.07752456,3230.618859,4089.7165492,19439
19099,19099,37185,0,282,490,1341,1341,758.37031061,559.36533548,2288.5572139,3606.29286,37185
19101,19101,18295,0,45,89,285,285,245.96884395,240.50286964,1071.3309647,1557.8026783,18295
19103,19103,151140,14,638,2165,6307,6293,412.86224692,1010.3215562,2740.5054916,4163.6892947,151140
19105,19105,20681,0,41,136,612,612,198.24960108,459.35883178,2301.629515,2959.2379479,20681
19107,19107,10246,0,15,41,220,220,146.39859457,253.75756393,1747.0232286,2147.1793871,10246
19109,19109,14813,0,17,102,527,527,114.7640586,573.82029299,2869.1014649,3557.6858165,14813
19111,19111,33657,0,38,141,1108,1108,112.90370502,306.02846362,2873.1021779,3292.0343465,33657
19113,19113,226706,0,1018,2503,6868,6868,449.03972546,655.03339126,1925.4011804,3029.4742971,226706
19115,19115,11035,0,355,378,564,564,3217.0367014,208.42772995,1685.54599,5111.0104214,11035
19117,19117,8600,0,24,74,223,223,279.06976744,581.39534884,1732.5581395,2593.0232558,8600
19119,19119,11755,0,31,124,604,604,263.71756699,791.15270098,4083.3687792,5138.2390472,11755
19121,19121,16338,0,34,130,401,401,208.10380708,587.58721998,1658.7097564,2454.4007834,16338
19123,19123,22095,0,108,144,793,793,488.79837067,162.93279022,2937.3161349,3589.0472958,22095
19125,19125,33253,0,43,193,1166,1166,129.31164105,451.08711996,2926.0517848,3506.4505458,33253
19127,19127,39369,0,941,1475,2277,2277,2390.2054916,1356.3971653,2037.1358175,5783.7384744,39369
19129,19129,15109,0,24,95,488,488,158.84572109,469.91859157,2601.0986829,3229.8629956,15109
19131,19131,10586,0,7,83,325,325,66.125070848,717.92934064,2286.0381636,3070.0925751,10586
19133,19133,8615,0,43,93,275,275,499.12942542,580.38305281,2112.5943122,3192.1067905,8615
19135,19135,7707,0,47,75,280,280,609.83521474,363.30608538,2659.9195537,3633.0608538,7707
19137,19137,9917,0,9,62,215,215,90.753251992,534.43581728,1542.8052839,2167.9943531,9917
19139,19139,42664,0,574,880,1634,1634,1345.3965873,717.23232702,1767.2979561,3829.9268704,42664
19141,19141,13753,0,65,146,827,827,472.62415473,588.9624082,4951.6469134,6013.2334763,13753
19143,19143,5958,0,49,88,322,322,822.42363209,654.58207452,3927.4924471,5404.4981537,5958
19145,19145,15107,0,16,101,454,454,105.91116701,562.65307473,2336.6651221,3005.2293639,15107
19147,19147,8886,0,13,98,353,353,146.2975467,956.56088229,2869.6826469,3972.5410758,8886
19149,19149,25177,0,200,493,1857,1857,794.3758192,1163.7605751,5417.6430869,7375.7794813,25177
19151,19151,6619,0,30,120,270,270,453.2406708,1359.7220124,2266.203354,4079.1660372,6619
19153,19153,490161,0,5151,10800,20868,20868,1050.8792009,1152.4784714,2054.0189856,4257.3766579,490161
19155,19155,93206,1,507,1400,3591,3590,542.88350535,958.09282664,2350.707036,3851.683368,93206
19157,19157,18504,0,95,160,540,540,513.40250757,351.27539991,2053.6100303,2918.2879377,18504
19159,19159,4894,0,8,24,109,109,163.46546792,326.93093584,1736.8205966,2227.2170004,4894
19161,19161,9721,0,38,87,440,440,390.90628536,504.06336797,3631.3136509,4526.2833042,9721
19163,19163,172943,0,406,1808,5336,5336,234.75942941,810.67172421,2039.97849,3085.4096436,172943
19165,19165,11454,0,48,193,435,435,419.06757465,1265.9332984,2112.7990222,3797.7998952,11454
19167,19167,34855,0,355,671,2683,2683,1018.505236,906.61311146,5772.4860135,7697.6043609,34855
19169,19169,97117,0,247,1203,4295,4295,254.33240318,984.37966576,3183.7886261,4422.500695,97117
19171,19171,16854,0,427,561,1063,1063,2533.5231992,795.06348641,2978.5214192,6307.1081049,16854
19173,19173,6121,0,73,100,275,275,1192.6155857,441.10439471,2859.0099657,4492.7299461,6121
19175,19175,12241,0,10,83,291,291,81.692672167,596.35650682,1699.2075811,2377.2567601,12241
19177,19177,7044,0,11,39,205,205,156.161272,397.50141965,2356.6155593,2910.278251,7044
19179,19179,34969,0,675,943,1672,1672,1930.2811061,766.39309102,2084.7035946,4781.3777918,34969
19181,19181,51466,0,196,597,1449,1449,380.83394863,779.1551704,1655.4618583,2815.4509773,51466
19183,19183,21965,0,208,307,756,756,946.96107444,450.71704985,2044.1611655,3441.8392898,21965
19185,19185,6441,0,4,21,163,163,62.10215805,263.93417171,2204.6266108,2530.6629405,6441
19187,19187,35904,0,97,867,2088,2088,270.16488414,2144.6078431,3400.7352941,5815.5080214,35904
19189,19189,10354,0,12,108,554,554,115.89723778,927.17790226,4307.5140042,5350.5891443,10354
19191,19191,19991,0,24,106,547,547,120.05402431,410.18458306,2205.9926967,2736.2313041,19991
19193,19193,103107,0,3004,3783,7813,7813,2913.4782314,755.52581299,3908.5610094,7577.5650538,103107
19195,19195,7381,0,4,71,167,167,54.193198754,907.73607912,1300.6367701,2262.566048,7381
19197,19197,12562,0,285,485,822,822,2268.7470148,1592.1031683,2682.6938386,6543.5440217,12562
20001,20001,12369,0,2,20,128,128,16.169455898,145.52510308,873.15061848,1034.8451775,12369
20003,20003,7858,0,1,31,231,231,12.725884449,381.77653347,2545.1768898,2939.6793077,7858
20005,20005,16073,0,26,99,537,537,161.76196105,454.17781372,2725.0668823,3341.0066571,16073
20007,20007,4427,0,1,4,88,88,22.588660492,67.765981477,1897.4474814,1987.8021233,4427
20009,20009,25779,0,48,165,821,821,186.1980682,453.85779123,2544.706932,3184.7627914,25779
20011,20011,14534,0,8,79,315,315,55.043346635,488.50970139,1623.7787257,2167.3317738,14534
20013,20013,9564,0,10,53,272,272,104.55876202,449.6026767,2289.8368883,2843.9983271,9564
20015,20015,66911,1,37,306,1658,1657,53.802812691,402.02657261,2020.5945211,2476.4239064,66911
20017,20017,2648,0,3,48,107,107,113.29305136,1699.3957704,2228.0966767,4040.7854985,2648
20019,20019,3250,0,4,6,32,32,123.07692308,61.538461538,800,984.61538462,3250
20021,20021,19939,0,16,152,749,749,80.244746477,682.08034505,2994.1321029,3756.4571944,19939
20023,20023,2657,0,2,5,141,141,75.272864132,112.9092962,5118.554761,5306.7369213,2657
20025,20025,1994,0,33,44,75,75,1654.9648947,551.65496489,1554.663992,3761.2838516,1994
20027,20027,8002,0,6,20,135,135,74.981254686,174.95626093,1437.1407148,1687.0782304,8002
20029,20029,8786,0,5,41,201,201,56.908718416,409.74277259,1821.0789893,2287.7304803,8786
20031,20031,8179,0,52,68,184,184,635.77454457,195.62293679,1418.2662917,2249.6637731,8179
20033,20033,1700,0,2,9,23,23,117.64705882,411.76470588,823.52941176,1352.9411765,1700
20035,20035,34908,0,39,182,608,608,111.72224132,409.64821817,1220.350636,1741.7210955,34908
20037,20037,38818,0,44,395,1546,1546,113.34947705,904.2196919,2965.1192746,3982.6884435,38818
20039,20039,2827,0,0,5,147,147,0,176.86593562,5022.9925716,5199.8585073,2827
20041,20041,18466,0,6,50,380,380,32.492147731,238.27575003,1787.0681252,2057.836023,18466
20043,20043,7600,0,20,48,219,219,263.15789474,368.42105263,2250,2881.5789474,7600
20045,20045,122259,0,79,812,3030,3030,64.616919818,599.54686363,1814.1813691,2478.3451525,122259
20047,20047,2798,0,5,12,84,84,178.69907076,250.17869907,2573.266619,3002.1443888,2798
20049,20049,2530,0,0,1,16,16,0,39.5256917,592.88537549,632.41106719,2530
20051,20051,28553,0,12,150,1483,1483,42.027107484,483.31173607,4668.5111897,5193.8500333,28553
20053,20053,6102,0,3,21,409,409,49.164208456,294.98525074,6358.5709603,6702.7204195,6102
20055,20055,36467,0,1538,1801,3202,3202,4217.5117229,721.19998903,3841.8295994,8780.5413113,36467
20057,20057,33619,0,1842,2106,3548,3548,5479.0445879,785.27023409,4289.2412029,10553.556025,33619
20059,20059,25544,1,49,224,621,620,187.91105543,685.0923896,1554.181021,2427.184466,25544
20061,20061,31670,0,29,165,597,597,91.569308494,429.42848121,1364.0669403,1885.06473,31670
20063,20063,2636,0,1,6,211,211,37.936267071,189.68133536,7776.9347496,8004.552352,2636
20065,20065,2482,0,0,17,61,61,0,684.93150685,1772.7639001,2457.6954069,2482
20067,20067,7150,0,18,120,473,473,251.74825175,1426.5734266,4937.0629371,6615.3846154,7150
20069,20069,5988,0,23,87,214,214,384.10153641,1068.8042752,2120.9084836,3573.8142953,5988
20071,20071,1232,0,0,4,48,48,0,324.67532468,3571.4285714,3896.1038961,1232
20073,20073,5982,0,11,23,108,108,183.8849883,200.60180542,1420.929455,1805.4162487,5982
20075,20075,2539,0,27,39,72,72,1063.4107917,472.62701851,1299.7243009,2835.7621111,2539
20077,20077,5436,0,2,16,172,172,36.791758646,257.54231052,2869.7571744,3164.0912436,5436
20079,20079,34429,0,12,216,744,744,34.854337913,592.52374452,1533.5908682,2160.9689506,34429
20081,20081,3968,0,22,44,181,181,554.43548387,554.43548387,3452.6209677,4561.4919355,3968
20083,20083,1794,0,5,11,53,53,278.70680045,334.44816054,2341.1371237,2954.2920847,1794
20085,20085,13171,0,102,163,360,360,774.42866905,463.13871384,1495.7102726,2733.2776555,13171
20087,20087,19043,0,22,88,310,310,115.52801554,346.58404663,1165.7827023,1627.8947645,19043
20089,20089,2879,0,4,13,31,31,138.93713095,312.60854463,625.21708927,1076.7627648,2879
20091,20091,602401,5,1061,6228,16522,16517,175.29851378,857.73429991,1708.8285046,2741.8613183,602401
20093,20093,3838,0,46,66,164,164,1198.5409067,521.10474205,2553.4132361,4273.0588848,3838
20095,20095,7152,0,0,24,162,162,0,335.5704698,1929.5302013,2265.1006711,7152
20097,20097,2475,0,3,8,69,69,121.21212121,202.02020202,2464.6464646,2787.8787879,2475
20099,20099,19618,0,27,153,426,426,137.62870833,642.26730554,1391.579162,2171.4751759,19618
20101,20101,1535,0,4,6,34,34,260.58631922,130.29315961,1824.1042345,2214.9837134,1535
20103,20103,81758,0,1106,1519,2736,2736,1352.7728173,505.14934318,1488.5393478,3346.4615084,81758
20105,20105,2962,0,0,6,24,24,0,202.5658339,607.69750169,810.26333558,2962
20107,20107,9703,0,11,46,138,138,113.3669999,360.71318149,948.16036277,1422.2405442,9703
20109,20109,2794,0,0,2,133,133,0,71.581961346,4688.6184681,4760.2004295,2794
20111,20111,33195,0,406,734,1424,1424,1223.0757644,988.10061756,2078.6262991,4289.8026811,33195
20113,20113,28542,0,38,151,472,472,133.13713125,395.90778502,1124.6583982,1653.7033144,28542
20115,20115,11884,0,5,48,193,193,42.073375968,361.83103332,1220.1279031,1624.0323124,11884
20117,20117,9707,0,0,15,101,101,0,154.52766045,885.95858659,1040.486247,9707
20119,20119,4033,0,30,52,172,172,743.86312918,545.49962807,2975.4525167,4264.815274,4033
20121,20121,34237,0,16,150,603,603,46.733066565,391.38943249,1323.1299471,1761.2524462,34237
20123,20123,5979,0,4,28,69,69,66.900819535,401.40491721,685.73340023,1154.039137,5979
20125,20125,31829,0,22,183,736,736,69.119356562,505.82801847,1737.4092808,2312.3566559,31829
20127,20127,5620,0,5,12,81,81,88.96797153,124.55516014,1227.7580071,1441.2811388,5620
20129,20129,2587,0,6,9,65,65,231.92887514,115.96443757,2164.6695014,2512.5628141,2587
20131,20131,10231,0,20,50,386,386,195.48431238,293.22646858,3284.1364481,3772.847229,10231
